user_id,event_time,event_type,product_id,category_id,user_session,price,device,browser,location,time_on_page
1121,2025-03-15 12:19:59,view,89,2,39776,419.06,mobile,Safari,USA,16
1276,2025-03-19 14:57:59,cart,20,5,16944,228.53,mobile,Chrome,India,225
1673,2025-03-06 10:44:59,cart,53,9,25762,678.03,mobile,Safari,Canada,138
1582,2025-03-05 00:55:59,view,2,2,28229,670.63,tablet,Chrome,USA,216
1381,2025-03-23 04:18:59,purchase,15,7,49188,575.11,mobile,Chrome,USA,165
1195,2025-03-17 03:50:59,view,79,10,29232,997.57,mobile,Chrome,UK,263
1901,2025-03-17 03:57:59,view,54,2,35522,20.28,desktop,Edge,India,13
1259,2025-04-03 01:25:59,view,86,2,33160,937.18,desktop,Edge,USA,141
1934,2025-03-30 02:59:59,purchase,27,10,46026,127.16,desktop,Safari,Germany,175
1576,2025-03-12 09:32:59,cart,76,6,16067,736.59,desktop,Chrome,Germany,209
1791,2025-03-05 22:36:59,view,47,5,46240,408.93,desktop,Chrome,India,190
1859,2025-03-14 19:16:59,view,62,6,33064,814.74,tablet,Safari,UK,125
1739,2025-03-05 04:03:59,view,46,2,40923,681.48,mobile,Firefox,UK,228
1294,2025-03-07 11:19:59,cart,50,8,10104,772.92,tablet,Chrome,USA,146
1946,2025-03-06 01:07:59,view,72,2,28036,443.45,desktop,Edge,France,98
1294,2025-04-03 05:35:59,purchase,24,8,10104,704.0,tablet,Safari,France,18
1459,2025-03-09 20:55:59,view,82,10,10581,439.42,desktop,Chrome,USA,120
1399,2025-03-30 01:55:59,view,84,3,25890,965.02,desktop,Edge,Canada,201
1361,2025-03-25 06:13:59,cart,89,9,36315,667.97,mobile,Safari,France,143
1005,2025-03-28 04:14:59,view,12,7,46189,955.73,desktop,Safari,Germany,129
1318,2025-03-05 18:56:59,view,71,4,20013,768.29,mobile,Chrome,France,288
1961,2025-03-18 05:38:59,purchase,31,9,23751,353.38,tablet,Chrome,India,274
1871,2025-03-24 07:13:59,view,62,9,25318,235.52,mobile,Safari,France,166
1328,2025-03-27 10:26:59,view,70,10,47702,697.27,tablet,Chrome,France,70
1892,2025-03-25 11:04:59,view,66,4,18674,49.31,mobile,Firefox,Canada,300
1631,2025-03-12 11:28:59,view,3,4,24077,370.85,tablet,Safari,France,52
1263,2025-03-26 08:29:59,view,78,3,44170,325.4,desktop,Edge,Germany,165
1465,2025-03-28 14:47:59,view,20,10,21786,854.28,mobile,Firefox,USA,234
1053,2025-03-26 21:48:59,cart,3,2,20371,109.61,desktop,Chrome,India,127
1224,2025-03-13 06:56:59,cart,90,9,41852,167.73,tablet,Safari,Canada,42
1331,2025-03-25 07:01:59,cart,19,1,19231,705.61,tablet,Firefox,UK,80
1564,2025-03-20 00:02:59,cart,13,2,48029,271.65,desktop,Chrome,UK,238
1564,2025-03-07 15:26:59,purchase,45,10,48029,231.4,tablet,Edge,Germany,251
1862,2025-03-14 23:03:59,purchase,42,4,43059,669.08,desktop,Safari,UK,32
1961,2025-03-09 16:32:59,view,25,4,23751,994.91,mobile,Safari,UK,279
1224,2025-03-24 20:45:59,purchase,81,5,41852,659.82,mobile,Chrome,Canada,145
1556,2025-03-19 23:51:59,view,78,1,49825,191.76,mobile,Chrome,Germany,115
1340,2025-04-02 08:23:59,view,95,8,23268,242.68,tablet,Chrome,Canada,49
1295,2025-03-07 05:27:59,view,44,6,44235,317.87,tablet,Chrome,Canada,171
1349,2025-03-09 08:40:59,view,48,7,15742,810.84,desktop,Safari,Germany,290
1471,2025-03-05 10:12:59,view,47,4,46834,601.8,mobile,Firefox,France,66
1518,2025-03-24 23:46:59,view,88,3,34206,148.1,desktop,Chrome,Germany,234
1889,2025-03-12 22:28:59,view,100,6,46777,200.81,desktop,Edge,USA,172
1191,2025-03-31 21:45:59,view,49,8,24730,58.76,tablet,Chrome,France,263
1870,2025-03-15 18:14:59,cart,52,4,32495,715.15,tablet,Chrome,Canada,178
1119,2025-03-14 04:14:59,view,8,7,21521,784.13,tablet,Edge,India,118
1920,2025-03-22 22:16:59,purchase,63,2,22322,195.69,desktop,Chrome,Canada,206
1255,2025-03-05 15:23:59,view,63,7,46469,305.09,desktop,Chrome,Germany,134
1010,2025-03-21 23:47:59,view,90,9,13037,734.01,mobile,Firefox,India,103
1389,2025-03-28 18:04:59,view,65,2,32314,899.38,desktop,Safari,France,260
1245,2025-03-22 16:15:59,view,36,10,16071,89.16,desktop,Edge,Germany,177
1738,2025-03-23 18:00:59,purchase,42,7,46619,109.33,desktop,Firefox,UK,175
1493,2025-03-12 22:26:59,view,23,3,10023,382.86,mobile,Edge,Germany,235
1200,2025-03-05 22:30:59,view,83,3,19115,111.49,mobile,Safari,Germany,181
1115,2025-03-10 02:48:59,cart,88,3,48879,130.48,tablet,Safari,Germany,212
1602,2025-03-24 23:49:59,cart,48,7,37169,704.08,desktop,Firefox,Germany,16
1719,2025-03-03 20:18:59,view,58,1,17070,395.62,mobile,Edge,France,122
1491,2025-03-08 19:40:59,view,99,1,49099,328.83,desktop,Chrome,USA,213
1762,2025-03-18 15:43:59,purchase,59,1,17036,566.37,mobile,Edge,France,186
1917,2025-03-25 03:31:59,view,59,2,25542,830.03,tablet,Edge,Canada,91
1163,2025-04-01 21:14:59,view,5,5,18972,516.74,desktop,Safari,UK,14
1746,2025-03-04 09:58:59,view,99,3,39533,250.78,desktop,Firefox,India,174
1602,2025-03-18 22:05:59,purchase,18,9,37169,214.99,tablet,Chrome,India,187
1933,2025-03-22 19:35:59,view,75,8,24595,111.03,mobile,Chrome,USA,275
1125,2025-03-04 05:06:59,view,91,1,38478,38.62,tablet,Edge,Canada,16
1521,2025-03-07 20:23:59,view,9,2,38313,303.65,mobile,Safari,USA,15
1708,2025-04-01 18:49:59,cart,6,3,15761,14.63,tablet,Edge,USA,224
1880,2025-03-19 04:50:59,cart,22,10,28330,288.21,mobile,Firefox,USA,50
1975,2025-03-28 23:48:59,cart,35,4,33410,925.44,tablet,Chrome,Canada,16
1480,2025-03-13 16:35:59,cart,16,3,49412,116.86,tablet,Safari,France,44
1850,2025-03-11 10:26:59,view,14,8,21753,746.04,desktop,Safari,USA,71
1834,2025-03-14 07:01:59,view,95,1,21137,810.33,desktop,Chrome,India,211
1775,2025-03-24 11:52:59,view,58,3,10314,678.78,desktop,Edge,USA,261
1772,2025-03-30 17:37:59,view,83,10,19830,146.15,tablet,Chrome,USA,75
1525,2025-03-10 22:48:59,view,55,9,36610,329.61,tablet,Firefox,Canada,227
1944,2025-03-18 04:43:59,cart,95,5,38319,893.85,tablet,Firefox,India,175
1966,2025-03-19 22:32:59,view,62,6,16949,792.44,tablet,Edge,USA,248
1019,2025-03-19 19:02:59,cart,58,8,38418,201.13,tablet,Firefox,Germany,297
1410,2025-03-26 11:38:59,view,49,10,43502,241.19,mobile,Chrome,Canada,138
1783,2025-03-09 01:42:59,view,5,1,27332,320.64,desktop,Chrome,France,203
1910,2025-03-17 20:22:59,view,78,4,48789,729.54,mobile,Firefox,India,232
1077,2025-03-04 22:26:59,view,66,6,23025,180.25,desktop,Safari,USA,216
1695,2025-03-28 18:00:59,cart,7,10,26114,305.92,desktop,Safari,UK,152
1482,2025-03-27 01:12:59,view,74,4,25195,309.31,desktop,Firefox,India,296
1019,2025-03-22 20:43:59,purchase,46,5,38418,90.82,tablet,Firefox,Canada,24
1350,2025-03-22 20:15:59,view,95,1,32005,606.63,mobile,Safari,USA,198
1799,2025-03-14 20:58:59,view,28,4,43806,910.96,tablet,Firefox,India,209
1375,2025-03-27 18:16:59,cart,89,4,20123,38.73,desktop,Safari,France,75
1425,2025-03-09 10:39:59,view,70,8,49223,288.38,mobile,Edge,Canada,275
1229,2025-03-19 09:59:59,view,72,9,31705,440.04,mobile,Edge,Germany,191
1375,2025-03-29 18:10:59,purchase,63,2,20123,27.3,desktop,Firefox,Germany,203
1342,2025-03-08 13:25:59,purchase,37,2,39606,334.0,mobile,Chrome,UK,150
1086,2025-03-08 16:41:59,view,16,1,33227,805.61,desktop,Safari,UK,38
1882,2025-03-06 18:07:59,view,27,6,46595,755.77,desktop,Edge,Canada,10
1341,2025-03-20 11:09:59,view,96,8,44880,183.8,desktop,Safari,Canada,29
1078,2025-03-04 10:30:59,view,47,10,31607,653.19,desktop,Safari,France,168
1134,2025-04-02 16:44:59,view,43,10,36868,161.23,mobile,Firefox,India,116
1303,2025-04-03 14:57:59,view,29,4,22056,825.31,mobile,Firefox,UK,284
1115,2025-03-17 04:33:59,cart,10,8,48879,381.15,tablet,Firefox,Germany,124
1310,2025-03-29 18:56:59,view,21,5,46130,74.64,desktop,Firefox,UK,298
1537,2025-03-24 20:09:59,view,89,5,34430,746.24,mobile,Edge,UK,28
1115,2025-03-10 22:21:59,purchase,71,3,48879,357.87,tablet,Firefox,France,91
1169,2025-03-05 19:21:59,view,31,7,26479,45.98,tablet,Firefox,UK,225
1216,2025-03-08 01:35:59,purchase,11,10,46709,527.84,mobile,Chrome,Germany,173
1431,2025-03-11 12:51:59,view,69,10,22486,991.76,tablet,Chrome,France,32
1566,2025-03-17 19:26:59,view,52,8,19570,172.25,desktop,Edge,Canada,85
1185,2025-03-18 20:38:59,view,33,8,33976,428.93,mobile,Safari,UK,299
1797,2025-03-22 07:05:59,view,63,3,32336,766.9,desktop,Safari,UK,159
1005,2025-03-07 04:53:59,cart,86,10,46189,919.19,mobile,Edge,Canada,12
1941,2025-03-21 13:21:59,view,46,3,33829,357.64,desktop,Safari,Germany,135
1689,2025-03-24 16:42:59,cart,78,2,30309,338.36,mobile,Firefox,USA,207
1912,2025-03-08 07:06:59,view,65,3,29754,825.67,tablet,Safari,Canada,6
1491,2025-03-27 12:10:59,view,98,3,46995,225.57,desktop,Edge,France,144
1008,2025-03-11 08:20:59,purchase,21,6,31994,614.5,desktop,Firefox,Canada,96
1129,2025-03-25 23:29:59,view,7,6,43742,372.49,desktop,Chrome,Canada,197
1224,2025-03-18 10:37:59,view,76,5,18742,538.85,desktop,Chrome,France,85
1092,2025-03-30 23:27:59,view,10,1,20949,971.65,mobile,Chrome,USA,160
1444,2025-03-22 13:55:59,cart,49,7,49261,267.79,tablet,Firefox,Germany,54
1872,2025-03-29 01:52:59,view,66,6,43431,292.77,tablet,Safari,USA,91
1322,2025-03-16 10:28:59,cart,60,5,35195,920.27,mobile,Firefox,India,126
1322,2025-03-03 22:31:59,purchase,64,6,35195,64.22,desktop,Firefox,France,66
1839,2025-04-02 15:19:59,view,75,7,49416,322.63,tablet,Chrome,Germany,240
1929,2025-03-31 09:22:59,view,79,3,22515,768.26,desktop,Edge,USA,37
1888,2025-03-21 09:23:59,view,23,8,36508,534.82,desktop,Chrome,Germany,188
1525,2025-03-19 04:33:59,purchase,99,8,38255,775.95,desktop,Edge,France,127
1684,2025-03-11 07:27:59,view,18,8,35741,337.44,tablet,Chrome,Germany,70
1396,2025-03-25 20:44:59,view,23,2,11569,81.47,desktop,Firefox,UK,52
1838,2025-03-30 21:30:59,view,93,4,10134,44.79,desktop,Safari,Canada,84
1465,2025-03-26 09:10:59,cart,81,5,21786,632.78,mobile,Chrome,Germany,74
1396,2025-03-18 06:31:59,view,92,9,11569,203.54,desktop,Chrome,France,285
1465,2025-04-03 00:41:59,purchase,17,7,21786,754.9,mobile,Firefox,Canada,76
1944,2025-03-30 06:43:59,view,69,8,34489,955.8,desktop,Safari,USA,259
1773,2025-03-11 15:28:59,purchase,52,8,47355,87.95,mobile,Chrome,France,282
1159,2025-03-09 07:56:59,purchase,49,7,42346,248.61,desktop,Firefox,France,189
1406,2025-03-09 20:24:59,view,94,9,16863,601.42,desktop,Edge,Canada,96
1847,2025-03-20 22:04:59,view,38,6,43222,347.13,mobile,Safari,India,242
1621,2025-03-08 19:52:59,view,2,8,18897,620.92,tablet,Chrome,USA,209
1893,2025-04-02 23:58:59,view,56,5,32648,428.33,mobile,Chrome,India,242
1798,2025-03-12 12:06:59,view,13,3,38593,240.61,tablet,Edge,Canada,247
1634,2025-04-01 05:05:59,cart,81,3,43115,20.21,tablet,Chrome,India,7
1831,2025-03-11 10:37:59,view,93,10,45870,349.93,mobile,Firefox,Canada,255
1761,2025-03-15 08:02:59,view,74,2,39215,650.16,desktop,Chrome,Germany,218
1257,2025-03-05 01:54:59,view,10,4,30762,487.12,mobile,Edge,Germany,47
1581,2025-03-26 13:33:59,view,37,6,39275,648.51,mobile,Firefox,Canada,51
1922,2025-04-01 23:38:59,cart,52,2,12574,938.17,tablet,Chrome,Germany,138
1094,2025-03-12 12:49:59,cart,2,9,18307,706.12,tablet,Safari,Germany,126
1064,2025-03-21 22:32:59,view,82,9,39209,685.58,mobile,Chrome,India,266
1112,2025-03-12 20:39:59,view,95,4,17048,216.7,desktop,Chrome,UK,80
1376,2025-04-02 02:25:59,view,60,7,35954,575.12,desktop,Firefox,Germany,247
1094,2025-03-31 23:28:59,purchase,96,3,18307,46.32,tablet,Firefox,USA,107
1864,2025-03-14 08:36:59,view,56,3,10666,866.72,tablet,Chrome,France,204
1142,2025-03-17 06:23:59,view,51,3,45616,634.9,desktop,Edge,France,25
1916,2025-03-17 22:52:59,view,92,4,34612,861.57,mobile,Edge,Germany,250
1966,2025-03-12 06:22:59,view,58,10,16949,510.41,desktop,Safari,Germany,204
1345,2025-03-17 18:19:59,cart,44,10,38556,362.93,desktop,Safari,UK,238
1461,2025-03-27 09:45:59,view,4,9,47595,652.0,desktop,Chrome,France,277
1239,2025-03-19 14:03:59,view,52,9,23579,702.35,tablet,Edge,USA,56
1471,2025-03-13 13:15:59,view,83,8,42131,836.12,desktop,Edge,India,246
1461,2025-03-06 23:37:59,cart,9,8,47595,473.04,tablet,Edge,Canada,110
1113,2025-03-14 01:36:59,cart,50,8,47373,629.31,mobile,Safari,Germany,288
1511,2025-03-24 08:41:59,view,75,2,26447,300.21,tablet,Chrome,Germany,78
1893,2025-04-02 08:02:59,view,76,5,32648,106.95,mobile,Edge,Canada,178
1265,2025-03-12 03:56:59,view,16,10,10689,946.57,desktop,Chrome,France,51
1345,2025-03-30 03:13:59,purchase,62,4,38556,614.3,tablet,Firefox,USA,40
1234,2025-03-15 04:59:59,view,2,1,19952,511.19,desktop,Chrome,UK,207
1076,2025-03-14 07:47:59,view,95,3,36367,656.59,mobile,Safari,Canada,43
1024,2025-03-07 11:10:59,cart,70,8,22284,880.97,mobile,Edge,Canada,129
1708,2025-03-18 16:28:59,purchase,13,5,15761,270.6,mobile,Edge,France,195
1537,2025-03-24 11:09:59,view,47,1,34430,40.95,desktop,Chrome,USA,223
1565,2025-03-08 11:45:59,view,44,5,34487,919.19,mobile,Edge,Germany,184
1238,2025-04-02 12:40:59,view,44,10,46351,592.48,tablet,Safari,Germany,177
1337,2025-03-07 23:29:59,cart,88,3,25624,47.47,mobile,Safari,UK,104
1732,2025-03-10 05:26:59,cart,45,9,33377,87.48,tablet,Chrome,India,124
1317,2025-03-26 19:01:59,view,88,6,32861,876.53,mobile,Edge,USA,226
1605,2025-03-10 10:06:59,view,74,1,28073,901.9,desktop,Firefox,Canada,154
1337,2025-03-07 05:31:59,purchase,35,7,25624,81.28,mobile,Edge,USA,53
1732,2025-03-19 13:48:59,purchase,84,1,33377,86.03,mobile,Chrome,UK,41
1699,2025-03-09 14:09:59,view,53,3,16797,93.65,mobile,Safari,France,275
1216,2025-03-22 09:10:59,view,18,8,36357,341.45,desktop,Firefox,Germany,286
1802,2025-03-04 06:35:59,view,46,9,47411,144.06,desktop,Chrome,UK,33
1644,2025-03-26 00:58:59,view,66,4,15156,142.53,mobile,Chrome,India,154
1720,2025-03-07 09:09:59,view,35,10,47047,285.71,mobile,Edge,Canada,9
1183,2025-03-16 14:37:59,view,26,9,18523,42.47,mobile,Chrome,India,196
1506,2025-03-16 15:35:59,view,39,1,37001,623.15,tablet,Edge,India,122
1400,2025-03-04 14:20:59,cart,11,4,48689,660.74,mobile,Edge,Germany,171
1949,2025-03-16 18:23:59,purchase,43,9,45687,934.36,desktop,Edge,UK,14
1819,2025-03-27 23:14:59,view,8,8,35894,682.81,tablet,Chrome,Canada,10
1400,2025-03-08 04:37:59,purchase,29,8,48689,118.27,desktop,Edge,UK,39
1754,2025-03-10 04:04:59,view,91,9,26716,269.03,mobile,Safari,Canada,219
1967,2025-03-24 00:49:59,cart,66,10,11321,438.42,tablet,Firefox,Canada,239
1574,2025-03-07 17:57:59,view,15,2,21131,456.85,mobile,Chrome,India,148
1728,2025-03-20 14:15:59,view,20,4,10866,785.4,desktop,Firefox,USA,116
1115,2025-03-27 12:30:59,cart,48,7,21857,76.42,tablet,Edge,UK,240
1557,2025-04-02 09:15:59,view,32,10,39954,317.54,desktop,Edge,France,166
1296,2025-03-22 02:33:59,purchase,79,7,33858,834.54,tablet,Safari,France,286
1305,2025-03-21 19:16:59,view,96,5,11511,285.23,desktop,Safari,India,146
1072,2025-03-05 15:21:59,view,71,2,41932,974.52,tablet,Safari,France,148
1625,2025-03-24 09:46:59,purchase,62,10,37387,531.72,mobile,Edge,UK,51
1317,2025-03-06 19:29:59,view,37,10,32861,328.76,tablet,Edge,USA,213
1258,2025-03-10 16:27:59,cart,43,3,33004,249.85,tablet,Firefox,India,96
1811,2025-03-12 08:49:59,view,99,1,22007,282.53,mobile,Edge,UK,273
1522,2025-03-08 12:53:59,view,4,8,48067,610.42,tablet,Safari,France,207
1763,2025-03-23 01:57:59,view,47,5,25811,248.7,desktop,Safari,Germany,110
1120,2025-04-02 07:54:59,view,2,7,42305,187.89,tablet,Chrome,USA,42
1149,2025-03-30 20:26:59,view,14,7,11968,778.44,desktop,Chrome,USA,152
1889,2025-03-14 17:45:59,view,16,3,43435,314.06,mobile,Chrome,India,209
1701,2025-03-17 17:57:59,view,75,1,23198,399.02,desktop,Firefox,Canada,280
1018,2025-03-28 19:38:59,view,67,9,26769,464.44,mobile,Safari,India,114
1914,2025-03-12 11:00:59,view,32,7,46123,567.57,mobile,Safari,USA,137
1730,2025-03-31 04:56:59,view,51,7,10411,564.59,tablet,Firefox,USA,117
1493,2025-03-11 07:45:59,cart,8,9,10023,763.33,desktop,Firefox,France,207
1198,2025-03-27 17:15:59,cart,64,7,45987,675.66,tablet,Firefox,India,229
1205,2025-03-14 02:30:59,view,78,8,26472,475.0,desktop,Safari,Canada,276
1137,2025-03-04 19:48:59,purchase,21,5,34036,479.59,mobile,Edge,USA,131
1413,2025-03-09 19:23:59,view,16,9,41271,635.21,tablet,Safari,Canada,200
1198,2025-03-13 12:24:59,purchase,78,6,45987,292.25,desktop,Firefox,Canada,157
1639,2025-03-22 07:53:59,view,27,9,14723,119.15,desktop,Firefox,Germany,252
1238,2025-03-05 02:42:59,view,20,7,46351,569.93,tablet,Firefox,India,24
1770,2025-03-05 01:52:59,view,18,7,31969,323.67,mobile,Safari,USA,191
1040,2025-04-02 16:52:59,cart,81,1,43544,208.24,mobile,Edge,Germany,230
1080,2025-03-14 01:29:59,view,80,2,18046,292.19,desktop,Safari,France,36
1125,2025-03-27 11:09:59,view,9,6,39460,272.77,tablet,Firefox,USA,286
1414,2025-03-31 20:35:59,view,43,10,46129,686.94,mobile,Edge,India,41
1808,2025-03-31 05:54:59,view,93,8,30199,259.62,tablet,Chrome,Germany,178
1850,2025-03-22 12:05:59,view,44,5,40843,104.59,desktop,Edge,Canada,41
1048,2025-03-31 05:53:59,cart,40,7,10347,308.48,mobile,Edge,France,154
1501,2025-03-21 04:36:59,cart,82,7,40710,505.61,mobile,Chrome,USA,10
1408,2025-03-12 12:34:59,view,26,9,17541,106.77,tablet,Firefox,UK,187
1324,2025-03-08 13:34:59,view,2,8,25378,672.4,mobile,Chrome,Canada,223
1794,2025-03-25 10:29:59,purchase,31,5,20894,449.96,tablet,Safari,France,170
1675,2025-04-01 15:52:59,view,29,7,42708,467.2,tablet,Chrome,Germany,166
1342,2025-04-01 13:44:59,view,16,7,12301,746.94,mobile,Edge,France,253
1176,2025-03-26 17:12:59,cart,64,10,27336,189.53,mobile,Safari,Germany,58
1059,2025-03-09 22:10:59,cart,30,3,41377,443.62,tablet,Edge,France,80
1501,2025-03-09 17:32:59,purchase,62,6,40710,449.93,tablet,Edge,UK,115
1303,2025-03-06 08:29:59,view,83,1,22056,79.21,tablet,Firefox,India,267
